1.108245276741886221e+00,9.140473754875549917e-01
1.099311647088240695e+00,9.093166440501203596e-01
1.063828574481337386e+00,8.797632233935240853e-01
1.109479231585297265e+00,9.152522024554133884e-01
1.103554916350102832e+00,9.073333682522214394e-01
1.056988138315911652e+00,8.916553396468542836e-01
1.061246264220462532e+00,8.871747862448325916e-01
1.059846194461033342e+00,8.747720997528202203e-01
1.059408067753321525e+00,8.968285977340743065e-01
1.066557388962577457e+00,8.886057096232855557e-01
1.098645734914291294e+00,9.016153610344679326e-01
1.074590759532809692e+00,9.028331985079409705e-01
1.096880694133669731e+00,9.060315827026251823e-01
1.076134324282992827e+00,8.938292377451788617e-01
1.089600509418196861e+00,9.036876598914632686e-01
1.098486589656843204e+00,9.029154047317979881e-01
1.096738251284782084e+00,9.134082757101940064e-01
1.078553254258364458e+00,8.961971035588947032e-01
1.091718338039113556e+00,9.003027076018541575e-01
1.106891559237229927e+00,9.073622897960895717e-01
1.074105413950065202e+00,8.974374172294895535e-01
1.069768135002736154e+00,9.016272114386657544e-01
1.084512180719974905e+00,8.895882878429264284e-01
1.070107603334029767e+00,8.966552807695991056e-01
1.102886417659790119e+00,9.023393974661331196e-01
1.058549381203862660e+00,8.751104863119028021e-01
1.087626473108673553e+00,8.910969077060004739e-01
1.068290598696666871e+00,9.091136908089511026e-01
1.066273414141053255e+00,8.994660432226796454e-01
1.096498373995113296e+00,9.100495423436071318e-01
1.108956622835251649e+00,9.143562814832181251e-01
1.103309234548885742e+00,9.025171819832763509e-01
1.110036852578142996e+00,9.122637023756346997e-01
1.107529614805809803e+00,9.086905064934229781e-01
1.064792077144349980e+00,8.809870334576332951e-01
1.105033759870860166e+00,8.928967905115980930e-01
1.070175833662110110e+00,9.150042272604133053e-01
1.055631854245577594e+00,8.882221749026665281e-01
1.057842881883638730e+00,8.864096923884976498e-01
1.060771631846018748e+00,8.779200725219510337e-01
1.093851661777059725e+00,9.009390489421778003e-01
1.088871435342638527e+00,9.293448752012053449e-01
1.082649850185889218e+00,9.135929906425128699e-01
1.110034758118276121e+00,9.143051285121098770e-01
1.099208416154030532e+00,8.945777041933408169e-01
1.104810641450369557e+00,9.155091768582979128e-01
1.110563927138904061e+00,9.060423136614464967e-01
1.060785372375727009e+00,8.737538218332926432e-01
1.101093728312428466e+00,9.031727431863352251e-01
1.085083038859758098e+00,8.871266793508217896e-01
1.083364807192813473e+00,8.937440974458167320e-01
1.083630573295933708e+00,8.842471603640724709e-01
1.100861244973310615e+00,9.114584750367514809e-01
1.097395950281420784e+00,9.017691369732478979e-01
1.093033212361572026e+00,8.965709235272771860e-01
1.089862753903245718e+00,8.949335016605312054e-01
1.108197866289241773e+00,9.152747606468397690e-01
1.060627435002813534e+00,8.865632709909455622e-01
1.060160264073435332e+00,8.758066020989463407e-01
1.110147552646283176e+00,9.050204693358928631e-01
1.058842019455997097e+00,8.945706788154373923e-01
1.096913396351341996e+00,9.123342022617535463e-01
1.084619120421980165e+00,9.104907357953361258e-01
1.109896318208582144e+00,9.093454228679661577e-01
1.066872620136357641e+00,9.008304646646675407e-01
1.052889821560425210e+00,8.848322567831741203e-01
1.071798324022601667e+00,9.125336226068371248e-01
1.080439462424415353e+00,8.985831103359818162e-01
1.063223865319478323e+00,8.835936955173923080e-01
1.057681843943146349e+00,9.048328383874471026e-01
1.098530854788368538e+00,9.064728628090986673e-01
1.082252039885565953e+00,8.853031494207562746e-01
1.055258492544151938e+00,8.891267199055782333e-01
1.099092762820137903e+00,9.057249100834910971e-01
1.068567990932875356e+00,9.082409342229808003e-01
1.113952379515793512e+00,9.148274756063781155e-01
1.082979396958808849e+00,8.829673458809350617e-01
1.114148625631489864e+00,9.242310904982926623e-01
1.105946222164731374e+00,8.979400411820160910e-01
1.094226141601911673e+00,8.977360815623252055e-01
1.066791230028756976e+00,8.852838536822227322e-01
1.107666206878737514e+00,9.084227692490415285e-01
1.093957434524581274e+00,9.014058451323465615e-01
1.067203483583427870e+00,9.020515006423082127e-01
1.057234565405782201e+00,8.881283792216293493e-01
1.087969972853595424e+00,8.937814432514215035e-01
1.079802342878282584e+00,8.987682656478147569e-01
1.098568256504955043e+00,9.035076412422006209e-01
1.095538759693800435e+00,9.013799269629398925e-01
1.059272164578878295e+00,8.746462990870617071e-01
1.069554127380816455e+00,9.067822877039984908e-01
1.096190813185326851e+00,8.982261291635988965e-01
1.061634686291867968e+00,8.822559568998294965e-01
1.082602374694748182e+00,8.905509729809246711e-01
1.109706776265726891e+00,9.082637601071298361e-01
1.057405501839271844e+00,8.764421718778040438e-01
1.057710870248340207e+00,8.951983035845797465e-01
1.098486589656843204e+00,9.029154047317979881e-01
1.086480350999868616e+00,9.039216930069139400e-01
1.062243402435022244e+00,8.889432079549971499e-01
1.066995189666409605e+00,8.939625110821194376e-01
1.064996569797289183e+00,8.868870226349991892e-01
1.097780537775273624e+00,9.136466942169552130e-01
1.063701544366419283e+00,8.913540034361991937e-01
1.091575568921040462e+00,9.041990860733978286e-01
1.070107603334029767e+00,8.966552807695991056e-01
1.093683467012736887e+00,9.059565078806754990e-01
1.065993915867476272e+00,8.863654522193764596e-01
1.058207368789246150e+00,8.912969625835347465e-01
1.059241083956895757e+00,8.937199084247924308e-01
1.087337460043235060e+00,8.886862132239785605e-01
1.061605744843878707e+00,8.858908481568689153e-01
1.098530854788368538e+00,9.064728628090986673e-01
1.102440828913900051e+00,9.048412950082009854e-01
1.068781529326536806e+00,9.046657949609762106e-01
1.102899637379653353e+00,8.933966738083853887e-01
1.066151344774843190e+00,8.845525438221919501e-01
1.069064085836540778e+00,9.007884872028300016e-01
1.094459569179543568e+00,8.966222557693356299e-01
1.105961289790440283e+00,8.969940924193807730e-01
1.064357545709152753e+00,8.812881249827638763e-01
1.084650667955656012e+00,9.147081208768363947e-01
1.089729319054901557e+00,8.950387120371506855e-01
1.074304369144424953e+00,9.023071994528892859e-01
1.075935626439190829e+00,8.903348331437197505e-01
1.066905739954226107e+00,8.935262673178679949e-01
1.098974780574921040e+00,9.081569791758967725e-01
1.076816764789188419e+00,8.880717490455737329e-01
1.099758977705102447e+00,9.025292484992337716e-01
1.087668895419195314e+00,8.952419406215714748e-01
1.093683467012736887e+00,9.059565078806754990e-01
1.095719585406357721e+00,8.997003876184235249e-01
1.076717663404709091e+00,9.131101588080750009e-01
1.068899923381150474e+00,9.064286668045590245e-01
1.070077046200252235e+00,9.124962297178196291e-01
1.109189248107091075e+00,9.189642898858986220e-01
1.107912899393169059e+00,9.043157201624819619e-01
1.060483135271669708e+00,8.983515403244430875e-01
1.097897355238807604e+00,8.986431978044238100e-01
1.063491070626472856e+00,8.813327918852613685e-01
1.089600509418196861e+00,9.036876598914632686e-01
1.092906902456349139e+00,9.036422350498949374e-01
1.076144847860759812e+00,8.897088178199552555e-01
1.096880694133669731e+00,9.060315827026251823e-01
1.112780086495331000e+00,9.087864514082611977e-01
1.083677560484117119e+00,9.207020037348053743e-01
1.071186975408498832e+00,9.043124490399246929e-01
1.099239907289399465e+00,9.108844443794817947e-01
1.068433735255446493e+00,9.016328113896416863e-01
1.074958146513783852e+00,8.899405931632925482e-01
1.059539094222394784e+00,8.777990612679054117e-01
1.101378348043585031e+00,9.019091676731313401e-01
1.065392334983150668e+00,9.056507975625829321e-01
1.075819437552554492e+00,9.174382669122997935e-01
1.093286324534592069e+00,9.130823862453528728e-01
1.110721674335999998e+00,9.082179117579207706e-01
1.066117208492878055e+00,9.017304949505799971e-01
1.114148625631489864e+00,9.242310904982926623e-01
1.091218646518540281e+00,8.960177760018993576e-01
1.109189248107091075e+00,9.189642898858986220e-01
